node1	node2	sim
BRWD1	SMG1	0.9911032028469752
BRWD1	SOS2	0.9519572953736656
BRWD1	SPAST	0.9567022538552789
BRWD1	TRAPPC8	0.9833926453143536
BRWD1	TRIP12	0.954329774614472
BRWD1	USP24	0.966785290628707
BRWD1	USP33	0.9602609727164888
BRWD1	USP34	0.9827995255041518
BRWD1	WAC	0.9733096085409252
BRWD1	WASHC4	0.9626334519572954
BRWD1	ZCCHC11	0.9762752075919336
BRWD1	ZNF148	0.9537366548042704
BRWD1	ZNF292	0.9691577698695136
BTBD3	NREP	0.9593712930011864
BTBD3	RBMS1	0.9830960854092528
C11orf53	ISL1	0.966785290628707
C11orf53	NEFL	0.9602609727164888
C11orf53	RPS6KA6	0.9916963226571768
C11orf53	SETD3	0.9504744958481612
C11orf53	SETD4	0.9602609727164888
C11orf53	SETD6	0.9567022538552789
C14orf132	CACFD1	0.9916963226571768
C14orf132	CALN1	0.9789442467378412
C14orf132	CELF4	0.975682087781732
C14orf132	CYS1	0.9994068801897984
C14orf132	DNM1	0.975682087781732
C14orf132	DSCAM	0.9620403321470936
C14orf132	ELAVL4	0.9733096085409252
C14orf132	KCNJ9	0.9697508896797152
C14orf132	MAP2	0.954329774614472
C14orf132	MCOLN2	0.9925860023724792
C14orf132	MT3	0.9825029655990509
C14orf132	NALCN	0.9587781731909846
C14orf132	NKAIN2	0.998220640569395
C14orf132	NKAIN3	0.9943653618030842
C14orf132	PIN1P1	0.9997034400948992
C14orf132	PPP2R2B	0.9522538552787664
C14orf132	SYT11	0.9706405693950176
C14orf178	GOLGA3	0.9845788849347568
C14orf178	HELB	0.9985172004744958
C14orf178	KANK1	0.9774614472123369
C14orf178	MAPK8IP1	0.9780545670225386
C14orf178	NBEAL1	0.9994068801897984
C14orf178	SRGAP2	0.9759786476868328
C14orf178	TMEM268	1.0
C19orf68	CHAMP1	0.9875444839857652
C19orf68	EID2B	0.9985172004744958
C19orf68	FBXO46	0.9798339264531436
C19orf68	HDGFL2	0.9531435349940688
C19orf68	KIFC2	0.9955516014234876
C19orf68	LOC105370298	0.9863582443653618
C19orf68	NHLRC4	0.994958481613286
C19orf68	PRR20A	0.9863582443653618
C19orf68	PRR20D	0.9863582443653618
C19orf68	PRR20E	0.979240806642942
C19orf68	SCAI	0.9991103202846976
C19orf68	SYT11	0.9584816132858838
C19orf68	TIGD3	0.994958481613286
C19orf68	TIGD4	0.994958481613286
C19orf68	TIGD7	0.994958481613286
C19orf68	TSHZ1	0.9848754448398576
C19orf68	UFSP1	0.99288256227758
C19orf68	ZNF518B	0.9955516014234876
C20orf96	JMJD4	0.9789442467378412
C20orf96	JMJD7	0.9884341637010676
C20orf96	JMJD7-PLA2G4B	0.9925860023724792
C20orf96	JMJD8	0.991399762752076
C20orf96	KDM8	0.9795373665480428
C7orf69	CACNA1A	0.9647093712930012
C7orf69	DCC	0.9587781731909846
C7orf69	FABP7	0.9759786476868328
C7orf69	GABRA4	0.9584816132858838
C7orf69	HNF1B	0.9786476868327404
C7orf69	HR	0.9706405693950176
C7orf69	IGSF10	0.998220640569395
C7orf69	LGI1	0.9561091340450772
C7orf69	MCOLN2	0.9724199288256228
C7orf69	MT3	0.9510676156583632
C7orf69	NFASC	0.9644128113879004
C7orf69	OMG	0.9546263345195728
C7orf69	PRDM14	0.9501779359430604
C7orf69	PRTG	0.9836892052194544
C7orf69	RASAL1	0.9581850533807829
C7orf69	RNF186	0.9979240806642942
C7orf69	SCN2A	0.952846975088968
C7orf69	SCN3A	0.954329774614472
C7orf69	SDK1	0.9827995255041518
C7orf69	SLC8A2	0.9655990510083036
C7orf69	SLITRK3	0.967081850533808
C7orf69	TTN	0.9694543297746144
C8ORF4	FOXG1	0.9569988137603797
C8ORF4	IKZF2	0.9581850533807829
C8ORF4	IRF2BP2	0.9958481613285884
C8ORF4	KLF11	0.99644128113879
C8ORF4	MAP9	0.998220640569395
C8ORF4	MRE11A	0.987841043890866
C8ORF4	N4BP2	0.9884341637010676
C8ORF4	NR6A1	0.9916963226571768
C8ORF4	PCGF2	0.9881376037959668
C8ORF4	SEPW1	1.0005931198102016
C8ORF4	YY2	0.9916963226571768
C8ORF4	ZNF223	0.9967378410438908
CACFD1	CHDH	0.9952550415183868
CACFD1	DSCAM	0.963226571767497
CACFD1	GLDN	0.9931791221826808
CACFD1	IGSF22	0.9531435349940688
CACFD1	KCNJ9	0.9727164887307236
CACFD1	MAP2	0.9561091340450772
CACFD1	MAPK8IP1	0.9813167259786476
CACFD1	MMP16	0.9519572953736656
CACFD1	MT3	0.9854685646500594
CACFD1	MYCN	0.9569988137603797
CACFD1	NTRK2	0.963226571767497
CACFD1	PIN1P1	0.9994068801897984
CACFD1	SNTG2	0.9813167259786476
CACFD1	SYN1	0.966785290628707
CACNA1A	CALB2	0.9780545670225386
CACNA1A	CALML6	0.9816132858837484
CACNA1A	CAMK2A	0.9911032028469752
CACNA1A	CAMK2B	0.9952550415183868
CACNA1A	CNTN2	0.9816132858837484
CACNA1A	DGUOK	0.9747924080664294
CACNA1A	DNM1	0.9673784104389088
CACNA1A	DSCAM	0.9537366548042704
CACNA1A	ELAVL4	0.9596678529062872
CACNA1A	ERBB4	0.9608540925266904
CACNA1A	FABP7	0.9673784104389088
CACNA1A	FEZF2	0.9620403321470936
CACNA1A	GABRA4	0.9584816132858838
CACNA1A	GFRA2	0.9703440094899171
CACNA1A	GRIN2A	0.9976275207591934
CACNA1A	GRIN2B	0.9786476868327404
CACNA1A	HPCAL4	0.9739027283511268
CACNA1A	ISL1	0.9537366548042704
CACNA1A	KCNJ9	0.9644128113879004
CACNA1A	KCNQ2	0.9638196915776986
CACNA1A	KIF5A	0.9727164887307236
CACNA1A	LGI1	0.9922894424673784
CACNA1A	MAP2	0.9940688018979834
CACNA1A	MAPK8IP1	0.9611506524317912
CACNA1A	MAPT	0.9590747330960854
CACNA1A	MMP16	0.9744958481613286
CACNA1A	MT3	0.9839857651245552
CACNA1A	MYL12B	0.9602609727164888
CACNA1A	NALCN	0.9887307236061684
CACNA1A	NEFL	0.9759786476868328
CACNA1A	NRCAM	0.9596678529062872
CACNA1A	PPFIA2	0.9762752075919336
CACNA1A	PPP2R2B	0.9620403321470936
CACNA1A	PRKCE	0.9780545670225383
CACNA1A	RYR3	0.9833926453143536
CACNA1A	SCN10A	0.9804270462633452
CACNA1A	SCN2A	0.9804270462633452
CACNA1A	SLC24A2	0.9816132858837484
CACNA1A	SLC6A1	0.9839857651245552
CACNA1A	SLC8A2	0.9816132858837484
CACNA1A	SLITRK3	0.9706405693950176
CACNA1A	SPTAN1	0.9531435349940688
CACNA1A	SRI	0.9715302491103204
CACNA1A	STX1B	0.9519572953736656
CACNA1A	SYN1	0.9863582443653618
CACNA1A	TANC1	0.9567022538552789
CACNA1A	TTN	0.968564650059312
CALB2	CALML6	0.9762752075919336
CALB2	CALN1	0.9602609727164888
CALB2	CAMK2A	0.9780545670225383
CALB2	CAMK2B	0.9863582443653618
CALB2	CNTN1	0.9762752075919336
CALB2	CNTN2	0.9940688018979834
CALB2	DGUOK	0.9697508896797152
CALB2	DNM1	0.979240806642942
CALB2	DSCAM	0.968564650059312
CALB2	ELAVL4	0.9798339264531436
CALB2	FABP7	0.9851720047449584
CALB2	FEZF2	0.9881376037959668
CALB2	GABRA4	0.9833926453143536
CALB2	GRIK2	0.9531435349940688
CALB2	GRIN2A	0.9946619217081852
CALB2	HPCAL4	0.9857651245551602
CALB2	ISL1	0.9733096085409252
CALB2	KCNJ9	0.9810201660735468
CALB2	KCNQ2	0.9839857651245552
CALB2	KIF5A	0.9854685646500594
CALB2	LGI1	0.9970344009489918
CALB2	LRRN2	0.9827995255041518
CALB2	LRRTM2	0.966785290628707
CALB2	MAP2	0.998220640569395
CALB2	MAPK8IP1	0.9709371293001186
CALB2	MAPT	0.9827995255041518
CALB2	MMP16	0.9905100830367736
CALB2	MOG	0.9575919335705813
CALB2	MT3	0.9750889679715302
CALB2	MYCN	0.9608540925266904
CALB2	NEFL	0.9638196915776986
CALB2	NFASC	0.9691577698695136
CALB2	NRCAM	0.9626334519572954
CALB2	NTRK2	0.9916963226571768
CALB2	OMG	0.9839857651245552
CALB2	PPFIA2	0.9940688018979834
CALB2	PPP2R2B	0.961447212336892
CALB2	PRKCE	0.9697508896797152
CALB2	PTPRT	0.9827995255041518
CALB2	RYR3	0.9881376037959668
CALB2	SCN10A	0.9744958481613286
CALB2	SCN11A	0.9590747330960854
CALB2	SCN2A	0.9777580071174377
CALB2	SCN3A	0.959964412811388
CALB2	SHANK2	0.9762752075919336
CALB2	SLC24A2	0.9644128113879004
CALB2	SLC6A1	0.9673784104389088
CALB2	SLC8A2	0.9934756820877816
CALB2	SPTBN4	0.954329774614472
CALB2	STX1B	0.9638196915776986
CALB2	SYN1	0.98932384341637
CALML6	CALN1	0.9905100830367736
CALML6	CAMK2A	0.9507710557532622
CALML6	ELAVL4	0.9549228944246738
CALML6	FEZF2	0.9866548042704626
CALML6	GABRA4	0.9552194543297746
CALML6	GFRA2	0.98932384341637
CALML6	GRIK2	0.9519572953736656
CALML6	GRIN2B	0.9661921708185052
CALML6	IGSF10	0.9590747330960854
CALML6	KCNJ9	0.9555160142348754
CALML6	KCNQ2	0.9507710557532622
CALML6	KIF5A	0.9691577698695136
CALML6	LGI1	0.987841043890866
CALML6	MYL12B	0.9911032028469752
CALML6	MYO1G	0.98932384341637
CALML6	NAP1L6	0.979240806642942
CALML6	NEFL	0.9970344009489918
CALML6	PRKCE	0.9525504151838672
CALML6	RYR3	0.9638196915776986
CALML6	SLC24A2	0.9581850533807829
CALML6	SLC6A1	0.9531435349940688
CALML6	SLC8A2	0.9854685646500592
CALML6	SLITRK3	0.9611506524317912
CALML6	SPTBN1	0.9739027283511268
CALML6	SRI	1.0
CALML6	SYNGAP1	0.966785290628707
CALML6	TTN	0.9887307236061684
CALN1	CELF4	0.9569988137603797
CALN1	CYS1	0.9955516014234876
CALN1	FABP7	0.9638196915776986
CALN1	FOXF2	0.9916963226571768
CALN1	MCOLN2	0.9827995255041518
CALN1	MFHAS1	0.9866548042704626
CALN1	MLC1	0.9584816132858838
CALN1	MOG	0.966785290628707
CALN1	NKAIN2	0.998220640569395
CALN1	NKAIN3	0.9596678529062872
CALN1	NR2E3	0.9635231316725978
CALN1	OMG	0.9596678529062872
CALN1	SCN10A	0.9501779359430604
CALN1	SCN11A	0.9768683274021353
CALN1	SCN1A	0.9537366548042704
CALN1	SCN3A	0.9863582443653618
CALN1	SCN4B	0.9653024911032028
CALN1	SCN9A	0.9638196915776986
CAMK2A	CAMK2B	1.0
CAMK2A	CELF4	0.972123368920522
CAMK2A	CNTN2	0.9798339264531436
CAMK2A	DGUOK	0.9667852906287072
CAMK2A	DNM1	0.9762752075919336
CAMK2A	DSCAM	0.9519572953736656
CAMK2A	DTNA	0.963226571767497
CAMK2A	ELAVL4	0.9833926453143536
CAMK2A	ERBB4	0.9626334519572954
CAMK2A	FABP7	0.9647093712930012
CAMK2A	GRIN2A	0.9994068801897984
CAMK2A	GRIN2B	0.998220640569395
CAMK2A	HPCAL4	0.9958481613285884
CAMK2A	KCNJ9	0.9851720047449586
CAMK2A	KCNQ2	0.9863582443653618
CAMK2A	KIF5A	0.9839857651245552
CAMK2A	LGI1	0.9558125741399764
CAMK2A	MAGI2	0.9501779359430604
CAMK2A	MAP2	0.9756820877817318
CAMK2A	MAPT	0.9768683274021353
CAMK2A	MMP16	0.9750889679715302
CAMK2A	MOG	0.9608540925266904
CAMK2A	MT3	0.9555160142348754
CAMK2A	MYCN	0.9578884934756822
CAMK2A	MYH10	0.9626334519572954
CAMK2A	MYL12B	0.9644128113879004
CAMK2A	NALCN	0.9679715302491104
CAMK2A	NEFL	0.9922894424673784
CAMK2A	NFASC	0.968564650059312
CAMK2A	NRCAM	0.9661921708185052
CAMK2A	NTRK2	0.9679715302491104
CAMK2A	OMG	0.959667852906287
CAMK2A	PPFIA2	0.9839857651245552
CAMK2A	PPP2R2B	0.98220640569395
CAMK2A	PRKCE	0.9899169632265716
CAMK2A	PTPRT	0.9709371293001188
CAMK2A	RASGRP1	0.9596678529062872
CAMK2A	RET	0.9851720047449584
CAMK2A	RYR3	0.9952550415183868
CAMK2A	SCN10A	0.9827995255041518
CAMK2A	SCN11A	0.9552194543297746
CAMK2A	SCN1A	0.9540332147093712
CAMK2A	SCN2A	0.9934756820877816
CAMK2A	SLC24A2	0.9804270462633452
CAMK2A	SLC6A1	0.9739027283511268
CAMK2A	SLC8A2	0.9934756820877816
CAMK2A	SLITRK3	0.975682087781732
CAMK2A	SPTAN1	0.9786476868327404
CAMK2A	SPTBN4	0.9644128113879004
CAMK2A	SRI	0.9747924080664294
CAMK2A	STX1B	0.9605575326215896
CAMK2A	SYN1	0.9905100830367736
CAMK2A	TTN	0.9608540925266904
CAMK2B	CNTN1	0.9626334519572952
CAMK2B	CNTN2	0.9940688018979834
CAMK2B	DGUOK	0.968564650059312
CAMK2B	DNM1	0.968564650059312
CAMK2B	DSCAM	0.9501779359430604
CAMK2B	DTNA	0.9768683274021353
CAMK2B	ELAVL4	0.9697508896797152
CAMK2B	ERBB4	0.9816132858837484
CAMK2B	FABP7	0.9567022538552789
CAMK2B	GABRA4	0.954329774614472
CAMK2B	GFRA2	0.9697508896797152
CAMK2B	GRIK2	0.9507710557532622
CAMK2B	GRIN2A	0.9988137603795968
CAMK2B	GRIN2B	0.9958481613285884
CAMK2B	HPCAL4	0.9940688018979834
CAMK2B	ISL1	0.965005931198102
CAMK2B	KCNJ9	0.9905100830367736
CAMK2B	KCNQ2	0.9833926453143536
CAMK2B	KIF5A	0.9863582443653618
CAMK2B	LGI1	0.9596678529062872
CAMK2B	MAP2	0.9905100830367736
CAMK2B	MAPT	0.9857651245551602
CAMK2B	MOG	0.9617437722419928
CAMK2B	MT3	0.9584816132858838
CAMK2B	MYCN	0.9596678529062872
CAMK2B	NALCN	0.9608540925266904
CAMK2B	NEFL	0.9833926453143536
CAMK2B	NFASC	0.9679715302491104
CAMK2B	NRCAM	0.9709371293001186
CAMK2B	OMG	0.9741992882562278
CAMK2B	PHYHIP	0.9537366548042704
CAMK2B	PPFIA2	0.9887307236061684
CAMK2B	PPP2R2B	0.9786476868327404
CAMK2B	PRKCE	0.9839857651245552
CAMK2B	PTPRT	0.9869513641755634
CAMK2B	RASGRP1	0.9519572953736656
CAMK2B	RET	0.98220640569395
CAMK2B	RYR3	0.9881376037959668
CAMK2B	SCN10A	0.9839857651245552
CAMK2B	SCN11A	0.9626334519572952
CAMK2B	SCN1A	0.9555160142348754
CAMK2B	SCN2A	0.998220640569395
CAMK2B	SCN3A	0.9617437722419928
CAMK2B	SCN7A	0.9531435349940688
CAMK2B	SCN9A	0.9537366548042704
CAMK2B	SHANK2	0.9750889679715302
CAMK2B	SLC24A2	0.965005931198102
CAMK2B	SLC6A1	0.9780545670225386
CAMK2B	SLC8A2	0.98932384341637
CAMK2B	SLITRK3	0.9561091340450772
CAMK2B	SPTAN1	0.973902728351127
CAMK2B	SPTBN4	0.9712336892052194
CAMK2B	STX1B	0.9733096085409252
CAMK2B	SYN1	0.9804270462633452
CAMSAP1	CECR6	0.9540332147093712
CAMSAP1	CEP128	0.9810201660735468
CAMSAP1	DEFB124	0.9578884934756822
CAMSAP1	DLG5	0.9946619217081852
CAMSAP1	DYX1C1	0.9578884934756822
CAMSAP1	FAM168B	0.9839857651245552
CAMSAP1	LZTS3	1.0
CAMSAP1	NINL	0.9881376037959668
CAMSAP1	PCNX	0.9540332147093712
CAMSAP1	PROSER3	0.951364175563464
CAMSAP1	PRRC2B	0.9911032028469752
CAMSAP1	PTPN13	0.9531435349940688
CAMSAP1	VGLL4	0.99288256227758
CASKIN1	DSCAML1	0.9531435349940688
CASKIN1	FAM110A	0.9706405693950176
CASKIN1	FLRT3	0.9836892052194544
CASKIN1	IGSF3	0.9581850533807829
CASKIN1	KIFC2	0.9931791221826808
CASKIN1	KLF14	0.9976275207591934
CASKIN1	LRRC4	0.9709371293001188
CASKIN1	SALL3	0.9845788849347568
CASKIN1	SAMD4A	0.9780545670225386
CASKIN1	SASH1	0.9875444839857652
CASKIN1	ZC2HC1A	0.9629300118623962
CASKIN1	ZDHHC1	0.9857651245551602
CASKIN1	ZDHHC11B	0.9919928825622776
CASKIN1	ZDHHC12	0.9833926453143536
CASKIN1	ZDHHC2	0.9813167259786476
CASKIN1	ZDHHC20	0.9706405693950176
CASKIN1	ZDHHC21	0.9905100830367736
CASKIN1	ZDHHC22	0.9872479240806644
CASKIN1	ZFP3	0.9905100830367736
CASKIN1	ZNF501	0.991399762752076
CBLB	DYRK2	0.957888493475682
CBLB	KIDINS220	0.9537366548042704
CBLB	SNRK	0.9655990510083036
CBLB	SOS1	0.9519572953736656
CBLB	SOS2	0.9679715302491104
CBX4	CHD3	0.98220640569395
CBX4	DNMT3A	0.9635231316725978
CBX4	DNMT3L	0.9881376037959668
CBX4	HDAC7	0.9691577698695136
CBX4	HIST1H3H	0.956405693950178
CBX4	HIST2H3A	0.9608540925266904
CBX4	HIST2H3D	0.9531435349940688
CBX4	KAT8	0.9661921708185052
CBX4	KDM2B	0.989916963226572
CBX4	KDM6B	0.9697508896797152
CBX4	PCGF2	0.9727164887307236
CBX4	PHF1	0.98220640569395
CBX4	SIN3A	0.9525504151838672
CBX4	SMARCB1	0.9655990510083036
CBX4	SMARCC1	0.9567022538552789
CCDC101	FAM43B	0.9952550415183868
CCDC101	HNF1B	0.9863582443653618
CCDC101	IRF2BP2	0.9540332147093712
CCDC101	KLHL4	0.9946619217081851
CCDC101	LZTS3	0.9516607354685648
CCDC101	MAGEE1	0.99288256227758
CCDC101	MLC1	0.991399762752076
CCDC101	MRAS	0.954329774614472
CCDC101	NLN	0.9851720047449584
CCDC101	PLEKHA7	0.966785290628707
CCDC101	SNTG2	0.9955516014234876
CCDC101	ST18	0.9967378410438908
CCDC101	TBC1D32	0.9988137603795968
CCDC186	FOXN2	0.954329774614472
CCDC186	KLHL28	0.9638196915776986
CCDC186	SCAPER	0.9661921708185052
CCDC186	ZNF236	0.9839857651245552
CCDC93	CEP350	0.9531435349940688
CCDC93	DOPEY1	0.9608540925266904
CCDC93	FAM172A	0.965005931198102
CCDC93	FNBP4	0.9881376037959668
CCDC93	GPATCH8	0.9516607354685648
CCDC93	HECTD4	0.9596678529062872
CCDC93	HELZ	0.9644128113879004
CCDC93	KBTBD2	0.961447212336892
CCDC93	KDM3A	0.957888493475682
CCDC93	KDM3B	0.9501779359430604
CCDC93	N4BP2L2	0.975682087781732
CCDC93	PNISR	0.951364175563464
CCDC93	PUM2	0.9507710557532622
CCDC93	TLK2	0.9507710557532622
CCDC93	TRIM33	0.9549228944246736
CCDC93	USP24	0.9584816132858838
CCDC93	USP34	0.9531435349940688
CCDC93	VPS13B	0.9531435349940688
CCDC93	ZCCHC11	0.9537366548042704
CCDC93	ZFC3H1	0.9691577698695136
CCDC93	ZNF638	0.9673784104389088
CCNG2	SMAD2	0.9549228944246736
CCNG2	ZBTB18	0.9608540925266904
CCNT2	CHD1	0.9691577698695136
CCNT2	CREB1	0.9501779359430604
CCNT2	DNAJB14	0.9537366548042704
CCNT2	FMR1	0.9620403321470936
CCNT2	HIVEP1	0.9561091340450772
CCNT2	INTS6	0.963226571767497
CCNT2	JMJD1C	0.961447212336892
CCNT2	KBTBD2	0.9827995255041518
CCNT2	KDM5A	0.9590747330960854
CCNT2	MORC3	0.9593712930011862
CCNT2	NIPBL	0.9522538552787664
CCNT2	PHF3	0.9744958481613286
CCNT2	PIK3CA	0.9552194543297746
CCNT2	PRDM10	0.9655990510083036
CCNT2	PUM2	0.9504744958481612
CCNT2	RLF	0.965005931198102
CCNT2	RSBN1	0.959667852906287
CCNT2	SCAF8	0.9863582443653618
CCNT2	SF3B1	0.9584816132858838
CCNT2	SMC5	0.9715302491103204
CCNT2	SMG1	0.9608540925266904
CCNT2	SPAST	0.9691577698695136
CCNT2	TLK2	0.9578884934756822
CCNT2	TRAPPC8	0.966785290628707
CCNT2	TRIP12	0.9715302491103204
CCNT2	USP33	0.9703440094899171
CCNT2	WAC	0.9703440094899171
CCNT2	ZNF24	0.9727164887307236
CDK13	NKTR	0.9887307236061684
CDK13	PKN2	0.9709371293001188
CDK13	PNISR	0.954329774614472
CDK13	RASA2	0.9549228944246736
CDK13	SCAF11	0.9644128113879004
CDK13	SMG1	0.9940688018979834
CDK13	SOS2	0.9584816132858838
CDK13	TNRC6B	0.9733096085409252
CDK13	UBXN7	0.9691577698695136
CDK13	USP34	0.9572953736654805
CDK13	ZNF136	0.9952550415183868
CDK13	ZNF148	0.954329774614472
CDK13	ZNF292	0.9596678529062872
CDY1B	CDY2A	1.0
CDY1B	CDY2B	0.9991103202846976
CDY1B	CDYL2	0.9979240806642942
CDY1B	CHD5	0.9931791221826808
CDY1B	ERCC6L2	0.9581850533807829
CDY1B	FAM135A	0.9851720047449584
CDY1B	FAM222B	0.9676749703440096
CDY1B	MSL3	0.9718268090154212
CDY1B	SUV39H2	0.9771648873072359
CDY1B	ZFR2	0.9816132858837484
CDY2A	CDY2B	0.9991103202846976
CDY2A	CDYL2	0.9979240806642942
CDY2A	CHD5	0.9931791221826808
CDY2A	ERCC6L2	0.9581850533807829
CDY2A	FAM135A	0.9851720047449584
CDY2A	FAM222B	0.9676749703440096
CDY2A	MSL3	0.9718268090154212
CDY2A	SUV39H2	0.9771648873072359
CDY2A	ZFR2	0.9816132858837484
CDY2B	CDYL2	0.9988137603795968
CDY2B	CHD5	0.9970344009489918
CDY2B	FAM135A	0.98932384341637
CDY2B	FAM222B	0.9741992882562278
CDY2B	MSL3	0.9519572953736656
CDY2B	SUV39H2	0.9715302491103204
CDY2B	ZFR2	0.986061684460261
CDYL2	CHD5	0.9976275207591934
CDYL2	ERCC6L2	0.9786476868327404
CDYL2	FAM135A	0.9786476868327404
CDYL2	FAM222B	0.9567022538552789
CDYL2	KAT8	0.9644128113879004
CDYL2	MAP3K9	0.989916963226572
CDYL2	MLXIP	0.9658956109134044
CDYL2	NKPD1	0.9753855278766312
CDYL2	SUV39H2	0.9816132858837484
CDYL2	ZFR2	0.9750889679715302
CECR6	FAM222B	0.9970344009489917
CECR6	FOXG1	0.9540332147093712
CECR6	HR	0.9744958481613286
CECR6	IGSF3	0.9970344009489918
CECR6	JMJD4	0.9733096085409252
CECR6	JMJD7	0.9869513641755634
CECR6	JMJD7-PLA2G4B	0.9908066429418744
CECR6	KDM8	0.9747924080664294
CECR6	NREP	0.9911032028469752
CECR6	PALD1	0.9991103202846976
CECR6	PCNX	1.0005931198102016
CECR6	SLITRK3	0.9741992882562278
CECR6	TGIF2	0.991399762752076
CECR6	TYW5	0.9798339264531436
CECR6	WDR73	0.9875444839857652
CELF4	CYS1	0.9925860023724792
CELF4	DGUOK	0.9955516014234876
CELF4	DNM1	0.9741992882562278
CELF4	ELAVL4	0.998220640569395
CELF4	KCNJ9	0.957888493475682
CELF4	KCNQ2	0.9525504151838672
CELF4	KIF5A	0.9629300118623962
CELF4	LRRTM2	0.959964412811388
CELF4	MAP2	0.9655990510083036
CELF4	MAPT	0.9561091340450772
CELF4	NALCN	0.966785290628707
CELF4	NEFL	0.9587781731909846
CELF4	NKAIN2	0.9771648873072359
CELF4	NKAIN3	0.9567022538552789
CELF4	NR2E3	0.9611506524317912
CELF4	PHYHIP	0.979240806642942
CELF4	SCN2A	0.9608540925266904
CELF4	STX1B	0.9908066429418744
CELF4	SYN1	0.9709371293001188
CELF4	SYT11	0.9940688018979834
CELF4	UNC79	0.9549228944246736
CELF4	ZNF137P	0.9943653618030842
CELF4	ZNF536	0.9658956109134044
CEP128	DLG5	0.98932384341637
CEP128	LINC01194	0.9759786476868328
CEP128	LZTS3	0.9905100830367736
CEP128	MAP9	0.9783511269276394
CEP128	NCK2	0.9661921708185052
CEP128	NINL	1.0
CEP128	PLEKHA7	0.9851720047449584
CEP128	PROSER3	0.9958481613285884
CEP128	PTPN13	0.98220640569395
CEP128	RNF222	0.9872479240806644
CEP128	SIPA1L1	0.989916963226572
CEP128	SRGAP2	0.9623368920521944
CEP128	TANC1	0.9976275207591934
CEP128	ZC2HC1A	0.975682087781732
CEP170	DENND4A	0.9549228944246736
CEP170	USP33	0.9507710557532622
CEP350	CHD9	0.9798339264531436
CEP350	DICER1	0.9715302491103204
CEP350	FNBP4	0.9525504151838672
CEP350	FRYL	0.9638196915776986
CEP350	GPATCH8	0.975682087781732
CEP350	HELZ	0.9780545670225383
CEP350	ITSN2	0.987841043890866
CEP350	JMJD1C	0.957888493475682
CEP350	KDM5A	0.9673784104389088
CEP350	KIDINS220	0.9531435349940688
CEP350	KMT5B	0.9816132858837484
CEP350	MED13	0.9733096085409252
CEP350	MED13L	0.9655990510083036
CEP350	MGEA5	0.9691577698695136
CEP350	N4BP2L2	0.9851720047449586
CEP350	NIPBL	0.9857651245551602
CEP350	NKTR	0.9940688018979834
CEP350	PHF3	0.9780545670225386
CEP350	PIAS1	0.9709371293001188
CEP350	PIK3CA	0.9537366548042704
CEP350	PKN2	0.9750889679715302
CEP350	PNISR	0.9786476868327402
CEP350	PRRC2C	0.9715302491103204
CEP350	PUM1	0.9626334519572954
CEP350	PUM2	0.9762752075919336
CEP350	RSF1	0.98220640569395
CEP350	SCAF11	0.9916963226571768
CEP350	SETX	0.9549228944246736
CEP350	SF3B1	0.963226571767497
CEP350	SMG1	0.989916963226572
CEP350	THOC2	0.9620403321470936
CEP350	TNRC6B	0.9810201660735468
CEP350	TPR	0.9537366548042704
CEP350	TRAPPC8	0.9747924080664294
CEP350	TRIM33	0.9810201660735468
CEP350	TRIP12	0.9697508896797152
CEP350	UBXN7	0.9727164887307236
CEP350	USP24	0.961447212336892
CEP350	USP34	0.9958481613285884
CEP350	WASHC4	0.9620403321470936
CEP350	ZBTB20	0.9620403321470936
CEP350	ZCCHC11	0.979240806642942
CEP350	ZNF136	0.9555160142348756
CEP350	ZNF148	0.98932384341637
CEP350	ZNF292	0.9946619217081852
CEP350	ZNF638	0.979240806642942
CHAMP1	CHDH	0.9979240806642942
CHAMP1	EID2B	0.9931791221826808
CHAMP1	FBXO46	0.9970344009489918
CHAMP1	GUSBP1	0.9869513641755636
CHAMP1	INTS3	0.9863582443653618
CHAMP1	KIFC2	0.9875444839857652
CHAMP1	LOC105370298	0.9750889679715302
CHAMP1	MRE11A	0.9756820877817318
CHAMP1	NHLRC4	0.9875444839857652
CHAMP1	NKPD1	0.99288256227758
CHAMP1	PATE3	0.9988137603795968
CHAMP1	PRR20A	0.9750889679715302
CHAMP1	PRR20D	0.9750889679715302
CHAMP1	SCAI	0.9952550415183868
CHAMP1	TIGD3	0.9887307236061684
CHAMP1	TIGD4	0.9887307236061684
CHAMP1	TIGD7	0.9887307236061684
CHAMP1	UFSP1	0.9833926453143536
CHAMP1	WHSC1	0.9519572953736656
CHAMP1	ZNF518B	0.9881376037959668
CHAMP1	ZNF536	0.9694543297746144
CHD1	CHD9	0.9988137603795968
CHD1	CREB1	0.9572953736654805
CHD1	CREBBP	0.9768683274021353
CHD1	DICER1	0.979240806642942
CHD1	DNAJB14	0.9572953736654805
CHD1	EP300	0.98932384341637
CHD1	ERBIN	0.9644128113879004
CHD1	FNBP4	0.9561091340450772
CHD1	JMJD1C	0.98220640569395
CHD1	KAT6A	0.989916963226572
CHD1	KBTBD2	0.951364175563464
CHD1	KDM5A	0.9922894424673784
CHD1	KDM6A	0.9519572953736656
CHD1	KMT2E	0.951364175563464
CHD1	KMT5B	0.9531435349940688
CHD1	MED13	0.9525504151838672
CHD1	MGEA5	0.972123368920522
CHD1	MORC3	0.9756820877817318
CHD1	MTF2	0.9727164887307236
